naming,link
Azure DevOps Engineer (Kishore replacement),https://www.dice.com/jobs/detail/e0ef858c65c4ea0e132d0428b4e4450c?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
DevOps Architect (CI/CD, Azure),https://www.dice.com/jobs/detail/9bdf142b1349432895a67bfac79de041?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Senior SRE/DevOps Consultant (Datadog Exp),https://www.dice.com/jobs/detail/80815a05b8c7f9a763b5f4407017c71c?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Sr. Enablement DevOps Coach,https://www.dice.com/jobs/detail/0b922cc9663ddb6606dbdda7e8564569?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Sr. DevOps AWS Engineer - Remote,https://www.dice.com/jobs/detail/77eb61f44e2718c2cfd558c7ef7e1dab?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
DevOps Engineer (remote),https://www.dice.com/jobs/detail/c34862cfee65c513f8f9dd2274466f34?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Azure DevOps Engineer,https://www.dice.com/jobs/detail/e8d0bcfb797d1d8cb1ef86cef2607877?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Looking for _ Devops Lead w/dbt and airflow,https://www.dice.com/jobs/detail/faab9298cd40fdbaab716971bb30e14d?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Remote DevOps Manager Urgently Seeking in New York,https://www.dice.com/jobs/detail/0442694675828dc5729ec73431178e6e?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
DevOps Engineer-Remote,https://www.dice.com/jobs/detail/7c1a85b8b7125405e13db9f4183aaf93?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Pipeline Engineer - Azure Devops/ Sharepoint,https://www.dice.com/jobs/detail/2239c3917aebd18ef1ae4140ff93fb03?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Devops engineer,https://www.dice.com/jobs/detail/eebc7db45bd70f0539094f93a5e21411?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Azure DevOps Lead,https://www.dice.com/jobs/detail/8fc07dc914b266d0e4fc94ca739d7db7?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Devops Automation engineer,https://www.dice.com/jobs/detail/cbf00c4b1521c57d26d132221c5b5161?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
DevOps Architect,https://www.dice.com/jobs/detail/3ac44a9270bdd74bda606d751d81d954?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
DevOps Architect with AWS Experience,https://www.dice.com/jobs/detail/16dd467e27cf3cba3c3b9746e5273675?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
Sr. Devops Engineer,https://www.dice.com/jobs/detail/b1d5a3661cabb34f62bacdd05431a4b9?searchlink=search%2F%3Fq%3Ddevops%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D4%26pageSize%3D20%26filters.easyApply%3Dtrue%26filters.isRemote%3Dtrue%26language%3Den%26eid%3DS2Q_%2Cbw_1&searchId=87ef8527-7302-4f80-a8bc-c8b9a710ce8e
